Date,Food ,Beer ,Smoke,Games,Books,Hshld,Clths,Hlth ,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal ,Oil  ,Util ,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin  ,Other
201110,76,9,6,59,29,47,42,451,75,8,94,43,114,65,56,25,30,12,156,99,99,432,408,49,78,105,172,57,741,79
201111,76,9,6,59,28,47,42,448,75,8,94,43,113,61,56,25,30,12,155,98,99,428,406,49,75,105,170,57,735,78
201112,74,9,6,59,27,47,42,446,74,8,94,43,113,60,54,25,30,12,152,97,98,423,405,48,75,105,170,57,730,78
201201,74,9,6,59,27,46,42,444,74,8,94,43,113,60,54,25,30,12,151,96,97,421,400,48,74,105,169,56,723,77
201202,74,9,6,59,27,46,42,440,74,8,93,43,113,60,54,25,30,12,150,96,97,416,396,47,74,105,169,54,721,77
201203,74,9,6,59,27,46,42,437,74,8,92,43,112,60,54,25,30,12,149,94,97,412,395,47,74,105,168,54,718,76
201204,73,9,6,59,27,45,42,433,74,8,92,43,112,60,54,25,30,12,149,93,97,407,394,47,73,104,167,54,716,76
201205,73,9,6,59,27,44,42,432,74,8,92,43,111,59,54,25,30,12,148,92,97,403,392,47,73,104,167,52,710,76
201206,72,9,6,58,26,44,42,428,74,8,92,43,109,59,54,25,30,12,147,91,97,403,391,47,73,103,165,52,703,76
201207,75,10,5,61,25,44,43,448,72,8,93,44,117,57,56,23,30,11,161,90,102,429,401,47,74,104,171,57,720,81
201208,75,10,5,61,25,43,42,439,72,8,93,44,117,57,56,23,30,11,158,90,102,427,396,47,74,104,170,56,718,81
201209,74,10,5,59,25,43,41,435,72,8,92,44,117,56,56,23,30,11,158,90,102,426,395,46,74,102,170,56,711,81
201210,73,10,5,59,25,43,41,434,72,8,91,44,115,55,55,23,30,11,154,90,102,422,394,46,73,100,169,55,704,81
201211,73,10,5,59,25,43,41,433,72,8,89,44,114,54,55,23,30,11,153,90,100,420,390,46,72,100,168,55,702,81
201212,73,10,5,59,25,42,41,428,70,8,89,43,113,54,54,23,30,11,152,89,99,413,388,46,72,100,168,55,695,81
201301,72,10,5,59,25,42,40,426,70,8,89,42,113,54,54,23,30,11,152,89,98,412,387,46,72,99,167,54,694,81
201302,71,10,5,58,25,42,39,425,70,8,89,42,112,54,54,23,30,11,152,89,97,409,387,46,72,98,165,54,689,81
201303,71,10,5,58,25,41,39,421,70,8,89,42,112,54,54,23,29,11,152,89,97,404,385,46,72,98,165,54,686,80
201304,71,10,5,58,25,40,39,420,70,8,89,42,111,53,53,23,29,11,150,89,97,401,381,46,72,96,165,53,680,80
201305,71,10,5,58,24,40,38,419,69,8,89,42,110,53,53,23,28,11,148,89,96,399,379,46,72,96,163,53,677,79
201306,68,10,5,58,24,40,38,415,69,8,89,42,110,52,53,23,27,11,147,88,95,397,377,46,72,96,161,53,673,79
201307,73,11,5,60,23,42,37,457,70,8,94,44,112,52,53,24,29,11,151,88,96,433,377,45,73,100,167,56,694,91
201308,72,11,5,59,22,41,37,455,70,8,94,44,111,52,53,24,29,11,150,88,95,430,375,44,72,100,167,56,694,91
201309,71,11,5,58,22,41,37,454,70,8,94,44,111,51,53,24,29,11,149,88,94,428,371,44,72,100,167,56,691,91
201310,71,11,5,58,22,41,36,448,70,8,94,44,110,51,53,24,29,11,148,88,94,426,368,42,72,99,166,56,690,90
201311,69,11,5,58,22,41,36,447,69,8,94,44,110,51,53,24,29,10,148,88,94,423,364,42,72,93,165,56,685,89
201312,69,11,5,58,22,41,36,446,69,8,94,44,110,51,53,24,29,10,147,87,92,422,360,42,71,93,165,56,682,89
201401,69,11,5,58,22,41,36,441,69,8,94,44,110,51,53,24,29,10,147,87,92,417,360,42,71,93,164,56,679,89
201402,69,11,5,58,20,40,35,438,68,8,94,43,109,50,53,24,29,10,147,87,92,412,357,41,71,93,163,55,677,89
201403,69,11,5,58,20,40,35,437,68,8,94,43,108,50,53,24,29,10,145,87,91,410,357,41,71,93,163,55,676,87
201404,69,11,5,58,20,40,34,436,67,8,93,43,108,50,53,24,29,9,145,87,90,408,356,41,70,93,162,55,674,87
201405,69,10,5,58,20,40,34,434,67,8,92,41,108,50,53,24,28,9,145,87,90,408,355,41,70,93,161,55,671,86
201406,69,10,5,58,20,40,33,433,67,8,92,41,108,50,53,24,28,9,144,87,89,405,354,41,70,93,161,55,667,86
201407,71,10,5,63,23,45,33,536,70,8,102,38,111,53,53,26,29,9,161,89,92,453,362,43,71,99,170,62,694,94
201408,70,10,5,62,23,45,33,534,70,8,101,38,111,53,53,26,29,9,161,88,92,453,361,43,71,99,167,62,692,93
201409,70,10,5,61,23,45,32,531,70,8,101,38,111,53,53,26,28,9,160,88,91,453,359,43,71,99,167,62,689,93
201410,69,10,5,61,23,45,32,530,70,8,101,38,111,53,53,26,28,9,158,88,90,452,354,43,71,98,166,62,686,92
201411,69,10,5,61,23,45,32,525,70,8,101,38,110,53,53,26,28,9,157,88,89,449,354,43,70,98,166,61,682,91
201412,69,10,5,60,23,45,32,524,69,8,99,38,110,53,53,26,28,9,156,88,88,445,351,43,70,98,165,59,680,88
201501,68,10,5,60,23,45,32,521,68,8,99,38,110,53,53,26,28,9,155,88,88,442,348,43,70,98,163,59,676,88
201502,68,10,5,60,23,45,32,518,68,8,99,38,108,53,53,26,28,9,154,88,88,437,347,43,70,96,161,59,672,87
201503,67,10,5,60,23,45,32,515,68,8,99,38,108,53,53,26,27,9,152,88,88,435,344,42,70,96,159,59,668,86
201504,67,10,5,59,23,44,32,512,68,8,99,38,108,53,53,26,26,9,152,88,87,435,340,42,70,96,159,59,664,85
201505,67,10,5,59,23,43,32,508,68,8,98,38,108,53,52,26,26,9,151,88,87,435,335,42,70,96,159,59,664,85
201506,67,10,4,58,22,42,32,507,68,8,98,37,108,53,52,26,23,9,150,87,87,431,333,42,70,96,159,59,663,85
201507,65,10,4,63,24,43,32,598,68,8,102,38,107,59,52,26,26,7,153,89,87,469,335,42,73,102,160,67,698,99
201508,65,10,4,63,24,43,32,596,68,8,102,38,106,58,52,26,26,7,152,89,87,468,333,42,72,101,158,66,696,98
201509,65,10,4,63,24,43,31,594,68,8,102,37,104,57,52,26,26,7,150,89,87,467,331,40,71,101,158,66,694,97
201510,65,10,4,63,24,43,30,589,68,8,100,36,103,57,52,26,26,7,148,89,87,462,327,40,69,101,157,66,689,94
201511,65,10,4,63,24,43,30,586,68,8,100,35,103,56,52,26,26,7,147,89,87,461,325,40,69,101,157,66,684,93
201512,65,10,4,62,24,43,30,583,67,8,100,34,103,56,52,26,26,7,146,88,84,458,323,40,68,101,155,66,678,93
201601,64,10,4,62,24,43,30,581,67,8,100,34,102,56,51,26,26,6,139,88,84,453,321,39,68,100,154,66,672,93
201602,63,10,4,60,24,43,30,577,67,8,100,33,102,55,51,25,25,6,138,88,84,449,318,39,68,100,153,66,668,93
201603,62,10,4,60,24,42,30,577,67,8,97,32,102,55,51,25,25,6,136,87,84,448,316,39,67,100,153,66,663,93
201604,62,10,4,59,23,42,30,576,67,8,96,32,101,54,50,25,25,5,136,86,84,448,313,39,67,100,150,66,661,92
201605,61,10,4,59,23,42,30,571,67,8,96,32,100,53,50,25,25,5,133,86,80,445,310,39,67,99,148,66,654,91
201606,61,10,4,59,23,42,30,569,67,8,96,32,100,52,49,25,25,5,132,86,79,443,308,39,67,99,148,66,650,90
201607,64,10,4,61,21,42,32,621,71,7,99,30,102,54,51,26,26,5,130,85,83,455,317,41,68,100,149,71,674,107
201608,63,10,4,60,21,41,31,615,70,7,99,30,102,54,51,26,26,5,130,85,83,448,316,41,68,100,149,71,667,107
201609,63,10,4,60,21,40,31,610,70,7,99,30,101,54,51,26,25,5,128,84,82,445,311,40,68,100,147,69,662,107
201610,61,10,4,59,21,40,31,605,70,7,99,30,101,54,51,26,25,5,128,82,82,441,308,40,68,100,147,68,660,107
201611,61,10,4,59,21,40,31,601,70,7,99,30,101,52,50,26,25,5,127,82,82,434,304,40,67,100,147,68,659,107
201612,61,10,4,58,21,40,31,598,70,7,99,30,101,51,50,26,25,5,127,81,80,430,303,40,66,98,147,67,655,105
201701,61,10,4,58,21,40,31,597,70,7,99,30,100,51,49,26,25,5,127,80,78,429,301,40,66,98,147,67,654,103
201702,61,10,4,58,21,40,31,592,70,7,98,30,99,51,49,26,25,5,127,79,77,423,300,40,66,98,145,67,652,103
201703,61,10,4,57,21,40,31,587,70,7,98,30,99,51,48,26,25,5,126,79,77,421,298,40,66,98,144,66,648,102
201704,60,10,4,57,21,40,31,584,69,7,98,30,97,51,47,26,25,4,125,79,77,418,295,39,64,98,144,66,644,102
201705,59,10,4,56,21,40,31,582,69,7,97,30,96,51,47,26,24,4,124,79,77,417,293,39,64,97,144,66,638,101
201706,58,10,4,56,21,40,31,580,68,7,97,30,96,51,47,25,24,4,123,79,77,414,292,39,64,96,143,66,629,99
201707,62,10,3,60,22,39,31,621,71,8,102,30,98,52,50,27,25,8,138,81,80,451,297,39,69,99,149,66,658,116
201708,62,10,3,59,22,39,31,618,71,8,101,30,98,52,50,27,25,8,137,80,79,448,293,39,69,99,148,66,658,116
201709,61,10,3,58,22,39,31,616,69,8,101,30,98,51,49,27,25,8,137,79,79,442,290,39,68,99,144,66,657,116
201710,61,10,3,58,22,39,31,610,69,8,99,30,98,51,49,27,25,8,136,79,78,434,289,39,68,99,144,66,649,115
201711,61,10,3,58,22,39,31,606,69,8,99,29,98,51,49,27,25,8,134,79,75,427,288,39,68,98,143,66,642,115
201712,59,10,3,58,22,39,30,601,69,8,99,29,98,51,49,27,25,8,132,79,75,425,287,39,68,97,143,65,633,114
201801,58,10,3,58,21,39,30,601,69,8,99,29,98,51,49,27,25,8,132,79,74,425,285,39,67,97,142,64,629,114
201802,58,10,3,58,21,39,30,595,67,8,97,29,98,51,49,27,25,8,132,79,73,420,285,38,67,97,142,63,627,114
201803,56,10,3,57,21,38,30,592,66,8,96,29,97,51,49,27,25,8,132,79,71,420,284,38,67,97,141,63,627,113
201804,54,10,3,57,21,38,30,588,66,8,95,29,97,51,49,27,25,7,130,78,71,417,284,38,66,97,140,62,623,112
201805,54,10,3,57,21,38,30,587,66,8,95,29,96,51,49,27,25,7,129,78,71,414,283,38,66,97,140,61,621,112
201806,53,10,3,57,21,38,29,585,66,8,95,28,96,51,49,27,24,7,129,77,70,411,283,38,66,97,139,61,619,110
201807,57,12,3,65,21,40,30,649,69,8,97,28,101,50,51,27,25,8,138,77,69,457,288,37,71,95,142,64,652,110
201808,57,12,3,65,21,40,30,646,68,8,97,28,101,50,51,27,25,8,138,77,69,452,283,37,71,95,142,64,651,110
201809,57,12,3,65,21,40,30,644,68,8,97,28,101,50,51,27,25,8,137,77,69,452,281,37,71,95,142,63,648,110
201810,56,12,3,64,21,40,29,641,67,8,96,28,100,50,51,27,25,8,135,77,69,449,279,37,71,93,141,63,643,110
201811,56,11,3,63,21,40,29,638,66,8,96,28,99,50,51,26,25,8,134,76,69,446,279,36,70,93,140,62,640,108
201812,56,11,3,63,21,40,29,635,66,8,96,28,99,50,50,25,25,8,133,76,69,441,276,36,69,93,139,61,638,107
201901,56,11,3,63,21,40,29,633,66,8,96,28,99,50,50,25,25,8,132,75,69,434,275,36,69,92,139,60,634,106
201902,56,11,3,63,21,40,29,631,66,8,96,28,99,48,50,25,25,8,129,74,69,427,274,36,69,92,139,60,633,106
201903,56,10,3,62,21,40,29,628,66,8,96,28,99,47,50,25,25,7,128,74,67,426,271,36,68,91,138,60,630,106
201904,56,10,3,62,21,39,29,624,66,8,95,28,99,47,50,25,24,7,127,74,66,425,269,35,68,90,137,59,626,105
201905,56,10,3,62,21,39,29,624,66,8,95,28,99,46,50,25,24,7,125,74,66,424,269,35,67,90,137,58,623,104
201906,56,10,3,61,21,39,29,621,66,8,95,28,99,46,50,25,24,7,125,74,66,423,268,34,67,90,135,58,623,104
201907,58,10,3,63,20,41,31,685,68,7,97,27,100,46,51,26,25,9,130,75,70,448,273,33,70,95,139,58,638,118
201908,58,10,3,61,20,41,31,684,68,7,97,27,100,45,50,26,25,9,128,75,70,446,270,33,69,95,137,58,636,117
201909,58,10,3,59,19,41,31,683,68,7,97,27,99,45,49,26,25,9,127,75,69,444,266,33,69,95,136,57,633,115
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Average Firm Size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Food ,Beer ,Smoke,Games,Books,Hshld,Clths,Hlth ,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal ,Oil  ,Util ,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin  ,Other
192607,35.98,7.12,59.72,26.41,12.02,22.27,18.36,25.52,57.59,6.18,20.05,48.56,27.47,110.78,47.55,41.3,27.74,40.52,92.79,81.22,350.36,13.6,56.7,35.35,66.91,1.19,46.65,10.82,18.83,24.25
192608,36.1,6.75,60.47,27.17,13.33,22.13,19.83,25.8,62.13,6.2,20.46,50.39,28.91,114.29,55.11,41.5,29.3,40.83,91.43,86.81,353.27,14.75,57.74,37.86,67.99,0.9,46.57,11,18.88,25.51
192609,37,8.58,64.03,27.3,14.67,21.18,19.29,26.73,65.53,6.71,21.41,51.21,29.34,116.69,57.11,42.17,29.45,41.18,94.86,85.01,360.96,15.05,59.61,36.82,71.02,0.95,46.11,10.94,19.67,27.21
192610,37.14,8.92,64.42,28.76,14.42,21.23,19.03,26.87,68.47,6.82,21.1,51.02,29.3,114.93,59.69,43.05,29.46,41.3,90.87,86.41,364.16,15.3,59.52,34.77,70.83,0.88,46.15,10.8,19.36,26.16
192611,35.88,8.62,65.08,27.38,15.79,20.14,19.03,26.54,65.06,6.84,20.12,48.9,29.6,108.33,54.81,40.44,28.51,41.9,89.87,83.92,363.74,14.89,58.74,32.8,68.75,0.74,45.03,10.33,18.35,23.94
192612,38.12,9.25,67.68,27.82,14.72,19.91,19.35,27.81,68.42,7.17,20.55,50.52,30.28,113.84,53.21,43.6,30.92,41.7,89.3,86.7,369.65,15.45,60.3,33.91,69.49,0.78,47.72,10.73,19.35,24.87
192701,37.6,8.88,68.97,27.94,14.42,20.24,19.28,27.62,70.73,7.58,20.93,52.06,31.62,109.94,58.62,44.31,30.86,42.3,93.56,86.12,371.52,16.32,64.44,32.34,71.47,0.85,47.91,10.8,19.67,24.29
192702,37.15,8.83,72.95,28.43,15.82,20.99,19.06,28.85,70.67,8.1,20.51,51.71,31.94,108.81,58.01,43.82,32.1,40.48,95.02,84.41,378.52,16.55,63.37,31.29,73.24,0.7,46.5,10.95,19.18,23.33
192703,38.75,9.96,73.45,28.83,16.04,21.78,19.55,29.16,77.5,8.72,21.36,53.34,34.29,113.49,63.06,45.81,33.75,42.76,95.58,87.9,393.55,18.02,65.87,32.86,76.72,0.72,47.88,11.64,19.68,23.13
192704,39.14,8.61,77.03,28.79,15.87,21.65,19.55,29.4,81.51,8.21,21.87,53.82,33.35,112.85,63.88,44.72,34.76,45.09,88.35,87.84,500.46,16.52,68.43,29.67,78.21,0.58,47.67,11.31,19.85,23.63
192705,40.13,8.75,80.09,27.67,15.72,21.9,20.69,30.03,83.7,8.2,21.65,53.49,33.91,119.95,65.6,44.16,35.72,45.2,83.09,89.13,489.8,16.99,70.55,30.93,78.69,0.51,49.44,12.02,20.41,24.84
192706,42.56,9.77,89.13,27.65,16.21,24.03,21.35,31.08,86.9,9.29,24.66,55.14,36.71,129.82,68.34,49.01,35.8,46.65,86.76,97,506.18,20.02,73.24,32.45,83.74,0.49,50.5,12.53,22.43,24.94
192707,40.51,10.75,88.9,23.11,16.43,21.01,18.87,33.05,85.18,9.69,22.44,55.02,33.41,103.9,67.02,46.6,35.93,44.04,93.23,100.48,421.56,15.68,75.49,32.35,78.89,1.79,47.61,13.15,24.08,19.29
192708,42.44,11.15,92.78,23.36,16.73,22.11,19.98,36.12,100.03,10.09,23.86,61.97,36.57,119.16,76.02,51.95,39,44.72,95.85,105.48,437.31,15.9,80.16,36.06,83.29,1.98,52.3,13.74,25.66,20.61
192709,43.4,10.7,95.94,24.75,17.64,22.07,20.26,36.02,101.82,10.13,23.56,64.08,36.74,127.58,81.08,54,39.19,45.81,94.97,108.73,439.17,17.18,81.17,37.24,81.58,1.93,56.1,13.77,26.04,21.61
192710,45.69,11.45,99.89,25.32,19.27,22.49,21.05,37.99,107.56,9.97,24.37,66.13,38.53,126.77,86.01,55.7,41.41,46.41,97.92,117.36,462.04,17.49,84.36,38.49,84.74,2.04,60.28,14.5,27.5,21.71
192711,44.43,11.26,99.56,25.37,19.78,22.05,8.31,39.62,99.32,9.69,23.26,62.3,36.47,125.85,84.01,51.64,40.02,43.59,96,111.96,452.37,18.27,80.43,38.37,80.7,1.6,57.11,14.22,28.62,20.92
192712,47.58,12.42,105.83,26.22,23.07,22.5,8.44,40.86,107.31,10.2,24.52,69.68,40.44,140.17,88.01,55.82,43.31,46.85,99.27,118.67,465.15,18.66,87.17,44.66,84.63,1.58,63.8,14.6,30.86,23.01
192801,49.48,14,105.96,26.53,23.47,24.69,8.39,40.55,106.75,10.44,24.22,73.39,41.43,140.73,94.58,57,48.64,45.23,99.48,120.98,465.55,17.13,88.12,45.12,84.18,1.76,63.31,14.24,34.07,23.26
192802,50.67,13.99,103.22,26.43,24.69,25.55,8.96,41.46,105.38,10.31,24.65,71.45,40.87,139.31,91.46,59.06,47.73,42.93,97.75,127.73,466.92,17.15,89.05,45.62,82.9,1.74,62.64,13.99,34.55,22.46
192803,49.14,13.25,96.42,26.15,24.25,25.4,8.7,34.35,106.14,9.71,25.01,69.01,40.8,137.27,91.7,56.32,43.91,42.36,97.06,131.36,465.52,17.03,90.04,45.84,81.48,1.6,61.75,13.58,33.54,21.66
192804,51.25,15.17,98.15,28.16,25.38,27.83,9.01,37.75,119.39,10.54,26.4,72.91,43.28,172.17,117.08,59.69,46.69,44.51,101.94,139.7,468.84,16.55,92.77,50.91,85.85,1.73,66.99,13.96,36.63,23.57
192805,52.53,15.81,92.29,29.68,30.76,28.8,9.88,38.56,118.86,10.04,27.15,73.8,44.74,176.32,118.22,60.72,46.32,45.03,118.45,154.57,592,16.87,94.25,50.61,89.39,1.62,66.7,14,39.87,26.16
192806,53.33,16.68,91.82,30.19,36.2,28.04,9.75,41.86,122.38,9.4,27.01,77.49,46.67,179.42,123.72,59.71,46.85,45.25,111.11,156.5,631.15,16.94,97.11,53.53,88.66,1.75,70.88,15.93,40.72,25.7
192807,51.01,15.93,83.45,31.15,29.33,24.93,9,62.28,117.98,9.35,37.85,72.27,44.73,164.66,115.31,53.49,45.07,36.75,107.63,154.49,644.26,15.98,100.23,42.6,88.53,3.95,65.87,15.51,46.84,22.63
192808,51.47,15.94,86.22,31.6,29.61,25.07,9.03,63.68,119.91,9.61,38.53,74.06,44.85,162.95,119.23,52.4,44.4,36.1,108.83,152.09,636.03,15.08,105.58,44.32,87.98,3.95,69.52,15.39,46.96,22.45
192809,55.38,17.91,89.1,34.53,31.53,27.43,9.01,72.5,130.17,9.78,40.03,80.66,48.05,182.99,129.47,55.49,47.67,36.76,110.92,161.4,664.99,17.36,107.93,49.79,91.1,4.11,78.83,17.24,49.38,25.11
192810,56.1,17.91,88.25,38.04,30.67,30.1,8.87,71.51,134.72,10.1,41.98,84.93,49.72,182.33,139.92,54.93,48.79,36.31,116.99,167.22,657.74,17.27,109.7,48.92,91.11,4.15,78.87,17.15,46.68,24.09
192811,55.7,18.53,91.25,37.58,32.34,32.52,8.54,71.46,141.55,10.69,44.41,90.27,50.73,186.12,139.71,53.97,50.39,35.41,119.55,163.61,677.23,18.09,110.8,46.12,89.69,4.87,83.57,16.75,47.87,22.83
192812,59.87,19.59,97.06,41.42,32.67,37.88,8.72,74.61,157.94,11.64,48.35,103.07,58.53,229.86,144.56,59.37,57.74,37.65,140.05,199.02,722.45,21.27,119.08,48.31,97.64,5.45,96.29,18.3,52.62,23.45
192901,60.6,18.78,94.25,40.68,32.25,36.11,8.63,86.73,161.29,10.93,48.55,106.52,60.15,244.17,147.67,59.84,58.53,37.36,133.48,201.74,711.49,19.58,127.8,48.81,97.35,5.22,95.02,17.61,55.57,20.49
192902,62.55,20.44,97.78,44.84,32.67,38.46,8.45,89.6,197.97,10.77,52.35,114.57,67.42,275.39,148.92,60.11,63.36,37.55,122.58,227.83,806.64,19.38,131.43,51.35,101.72,4.94,91.11,17.57,60.15,20.74
192903,61.25,19.61,92.71,45.31,32.19,35.75,8.07,89.08,197.58,10.99,50.4,124.31,68.05,286.75,148.66,60.64,68.5,37.88,121.82,222.83,797.33,21.51,132.22,54.39,99.9,4.78,88.58,17.55,63.37,19.24
192904,58.07,18.99,88.26,40.51,29.8,32.78,7.6,87.52,190.04,10.18,47.09,123.47,64.98,300.51,146.47,60.74,70.72,35.34,135.74,215.35,823.33,21.14,134.56,55.15,96.69,4.33,83.92,16.84,62.32,17.82
192905,60.88,21.45,86.09,40.73,30.25,32.9,7.85,88.71,196.96,10.44,48.81,124.72,67.67,303.71,144.51,60.32,66.48,34.29,136.84,232.08,851.22,21.89,140.32,59.33,97.83,4.44,86.63,18.56,62.6,15.9
192906,58.12,19.09,85.53,37.42,30.35,29.45,7.29,81.19,182,8.97,45.26,108.55,60.89,306.22,121.26,55.65,58.66,32.59,128.53,242.71,776.59,20.73,137.58,54.33,99.74,4.14,78.85,17.97,60.52,13.76
192907,63.34,22.7,82.29,45.83,55.05,40.72,8.58,85.62,210.12,11.96,43.28,115.16,64.48,332.83,125.54,72.51,69.37,27.78,130.92,352.91,864.12,30.58,151.84,50.14,109.11,11.59,80.44,21.58,82.69,14.47
192908,66.27,22.94,83.88,44.72,55.41,43.17,8.22,87.74,220.66,11.49,44.89,118.76,67.78,366.45,120.32,77.05,67.48,33.07,129.65,384.67,982.32,30.36,160.52,53.42,117.88,11.13,81.1,21.95,89.65,15.12
192909,68.89,25.19,90.45,47.35,56.11,44.65,8.27,89.94,246.18,11.5,46.16,132.22,74.75,415.49,121.98,78.57,73.16,34.8,144.23,417.99,1090.2,29.24,174.05,58.36,127.33,10.48,87.49,22.93,89.43,14.65
192910,67.59,24.55,83.09,46.29,54.91,47.53,7.89,83.3,228.99,11.04,44.49,120.01,70.26,366.84,110.79,71.06,69.21,34.03,142.36,426.04,1067.01,40.39,190.89,55.58,118.59,10.41,82.55,22.08,88.06,14.63
192911,58.53,17.98,84.97,38.22,48.04,31.89,7.14,68.18,172.28,8.66,36.81,100.97,54.42,255.83,79.41,55.46,60.1,31.55,127.56,297.67,902.81,34.84,154.04,47.09,108.75,7.87,62.47,17.73,62.16,9.85
192912,52.83,15.85,79.06,32.22,46.17,27.15,6.37,62.27,143.4,7.68,32.86,86.28,46.58,208.87,64.34,49.71,51.08,30.05,118.58,253.18,817.32,30.2,119.31,40.22,99.85,7.35,54.21,15.86,53.29,8.3
193001,52.49,16.1,80.64,28.84,45.93,27.23,6.56,62.54,152.38,7.1,32.16,85.37,47.87,234.06,66.59,50.91,49.18,28.33,119.34,272.48,817.28,29.65,123.96,39.97,99.12,7.26,50.67,16.21,55.64,7.58
193002,55.38,14.52,87.51,36.08,46.72,29.83,6.79,64.01,164.6,7.81,34.33,89.81,51.8,259.69,70.72,51.9,51.86,28.06,118.19,291.75,827.04,15.02,135.65,42.7,102.54,7.39,52.8,18.08,61.02,12.38
193003,55.25,14.68,91.74,42.25,49.82,27.12,6.72,71.64,167.8,8.25,34.5,89.53,54.14,280.02,74.03,55.16,51.17,29.33,111.55,315.58,885.44,23.86,144.81,46.26,104.36,7.05,49.74,18.05,64.63,12.12
193004,56.51,13.4,95.11,48.76,50.69,26.92,7.17,75.54,184.91,7.95,35.47,94.79,56.76,303.97,83.13,58.07,51.54,29.56,135.29,345.95,954.99,26.04,150.99,49.01,108.82,6.7,48.27,18.81,69.98,12.88
193005,58.16,11.76,92.34,50.09,50.99,26.29,7.07,74.54,174.86,7.13,33.5,81.68,60.24,313.01,75.81,54.05,44.29,26.86,144.93,356.98,911.8,25.86,148.31,46.53,100.9,6.97,49.26,19.25,67.15,12.46
193006,59.66,11.71,93.64,52.91,50.42,24.29,6.74,81.58,170.21,6.72,34.08,81.49,56.61,297.68,78.84,50.88,46.68,26.32,138.72,351.07,915.48,22.04,143.86,46.48,101.34,6.32,49.19,18.86,63.26,11.38
193007,57.77,10.07,93.31,50.64,45.02,51.7,16.88,61.53,116.78,6.33,31.44,73.19,42.92,211.75,54.98,40.74,42.56,23.35,120.23,321.25,916.69,21.21,80.13,39.61,86.77,7.77,41.04,15.61,43.23,11.88
193008,59.43,10.07,95.97,51.83,46.46,54.39,17.42,65.5,122.96,6.63,33.82,75.34,44.14,220.2,61.34,42.5,43.94,22.79,126.94,333.49,928.36,21.61,83.65,42.4,89.22,7.63,42.08,16.02,45.14,12.89
193009,60.28,11,99.34,53.75,45.32,54.69,16.88,69.96,127.84,6.53,32.8,73.16,44.37,223.8,59.23,42.64,37.66,23.34,124.48,336.3,943.67,22.85,86.74,41.71,89.12,7.04,44.13,16.27,45.46,12.67
193010,53.84,9.65,90.06,43.41,43.49,48.81,16.12,63.53,109.35,5.65,27.36,65.36,36.84,177.59,49.33,34.85,34.15,21.92,106.06,295.61,884.75,21.26,76.56,36.26,81.16,6.33,39.25,13.85,37.06,10.37
193011,50.98,9.35,85.68,39.56,40.08,46.22,15.27,60.71,95.71,5.39,23.36,59.18,32.86,144.5,44.55,30.58,30.4,19.19,97.1,270.63,848.31,28.32,66.58,34.67,76.36,5.93,35.77,12.4,31.32,8.85
193012,51.37,9.68,84.33,37.02,38.76,45.32,15.47,58.16,95.33,5.16,22.65,58.34,32.39,139.28,46.45,31.68,31.77,17.34,93.24,245.85,820.53,26.43,64.57,34.75,71.93,6.09,36.64,12.05,28.6,8.89
193101,48.52,8.56,81.14,30.74,36.48,42.52,14.1,53.87,90.46,4.81,19.43,53.43,30.05,121.2,45.61,26.78,28.83,15.76,81.31,236.07,779.31,26.6,59.95,32.67,67.45,5.81,31.43,10.94,24.74,7.72
193102,51.01,8.96,86.25,35.71,36.92,45.83,14.06,58.26,89.66,5.4,20.56,54.78,31.7,127.32,49.67,31.2,30.71,17.78,85.1,248.65,816.62,28.15,63.2,33.54,74.94,6.08,33.6,11.68,29.3,9.08
193103,55.51,10.46,91.21,38.34,37.56,48.65,14.44,62.22,101.36,6.24,23.48,62.32,35.23,159.22,57.55,34.76,34.91,17.66,89.65,285.51,865.17,28.73,72.23,37.63,76.26,5.95,38.57,12.93,34.31,10.45
193104,53.71,7.67,90.84,35.34,36.72,46.74,14.42,63,93.65,6.02,21.8,57.49,32.16,155.09,55.06,31.78,32.26,15.33,76.55,276.53,824.15,28.95,66.49,37.41,67.99,5.73,37.21,12.09,31.19,12.24
193105,49,5.99,93.21,25.68,32.91,44.43,13.23,60.68,81.47,5.26,18.74,47.35,27.06,132.23,51.74,26.3,28.08,13.67,65.97,250.98,789.11,28.57,61.18,34.13,62.84,5.46,35.32,10.53,26.46,9.96
193106,42.82,5.42,82.28,19.57,29.31,39.53,13.14,53.86,71.22,4.86,15.76,37.5,21.73,117.06,42.78,21.94,27.21,11.12,57.26,221.94,718.54,14.04,50.55,28.9,51.56,4.63,34.23,9.82,21.4,9.05
193107,46.4,5.94,91.69,25.46,26.24,48.29,14.81,60.13,77.29,5.21,16.97,43.46,22.93,138.02,48.36,26.15,31.54,12.71,74,252.15,896.06,11.96,59.41,29.66,60.21,4.71,36.03,11.02,37.6,9.82
